anio,mes,temp-max,temp-prom,temp-min,precipitaciones,radiacion
1993,7,27.2,21.7,16,87.7,0
1993,8,27,21.1,15.1,39.9,0
1993,9,19.1,13.6,8.1,59.2,0
1993,10,13.3,7.9,2.4,70,0.8
1993,11,6.9,3.1,-0.8,61.4,3.8
1993,12,1.1,-2.7,-6.4,20.4,8.8
1994,1,-7.3,-12.4,-17.4,30.6,37.8
1994,2,-3.6,-8.3,-13,0,24.8
1994,3,3.4,-0.8,-4.9,23.8,29
1994,4,12.9,7.3,1.7,83.4,13.2
1994,5,17.6,11.8,5.9,78.8,0
1994,6,24.9,19.1,13.2,54.4,0
1994,7,27.3,21.5,15.7,83,0
1994,8,24.4,18.7,13,60.1,0
1994,9,21.5,15.9,10.2,51.4,0
1994,10,15.4,10,4.4,27.4,0
1994,11,9.8,5.4,0.9,76.7,9.2
1994,12,3.7,-0.1,-4,23.8,27
1995,1,0.1,-3.1,-6.2,110,24.6
1995,2,-2.7,-7.3,-11.8,8.8,14.6
1995,3,7.2,1.9,-3.4,43.2,8
1995,4,8.8,4.1,-0.6,71.8,5.4
1995,5,19,13.3,7.6,87,0
1995,6,25.5,19.9,14.4,52.1,0
1995,7,27.4,21.9,16.3,55.4,0
1995,8,27,21.8,16.6,135.4,0
1995,9,20.1,14,7.8,27.5,0
1995,10,15.4,11,6.6,131.8,0
1995,11,3.9,1,-2,92.6,27.2
1995,12,-1.8,-5.1,-8.5,5,30.6
1996,1,-2.1,-6.7,-11.2,51.2,25
1996,2,-2.1,-5.8,-9.5,26,10.6
1996,3,1.9,-2.8,-7.5,2.2,34.4
1996,4,8.9,4.4,-0.2,81.6,17.4
1996,5,17.1,11.6,6.1,90.6,0
1996,6,23.1,18.6,14.1,118,0
1996,7,24.8,19.6,14.3,97.4,0
1996,8,26.3,20.7,15.2,48.2,0
1996,9,21.1,16.5,11.9,166.2,0
1996,10,13.6,9.2,4.7,75.8,0
1996,11,4.1,0.9,-2.3,23.4,6.8
1996,12,2.5,-0.4,-3.3,66.2,28.2
1997,1,-1.8,-6.4,-10.9,18.2,48.8
1997,2,1.4,-3.2,-7.7,62,16.4
1997,3,2.7,-1.4,-5.4,29.8,41.6
1997,4,11.2,5.8,0.4,25.2,2.6
1997,5,14.9,9.6,4.2,65.4,0
1997,6,25.5,19.8,14,50.8,0
1997,7,26.8,20.9,15,30,0
1997,8,24.4,19,13.4,71.8,0
1997,9,20.9,15.5,10,48,0
1997,10,14.7,9.5,4.2,32.2,2.8
1997,11,5.9,2.5,-1,35.2,19.2
1997,12,2.2,-0.9,-4,17,12.2
1998,1,1,-2.2,-5.3,72.8,24
1998,2,3.4,-0.3,-4,43.8,1.4
1998,3,6.4,2.1,-2.1,72.4,28
1998,4,14.4,8.6,2.8,57.2,0
1998,5,22.5,17,11.5,71.8,0
1998,6,24.4,18.9,13.4,80.5,0
1998,7,27,21.2,15.4,45.4,0
1998,8,27.6,21.7,15.7,26.8,0
1998,9,24.7,18.2,11.6,38.4,0
1998,10,15.8,10.8,5.7,24,0
1998,11,8.6,4.9,1.1,33.6,0
1998,12,5.1,0.7,-3.6,55.2,8.1
1999,1,-2.3,-6.2,-10.1,33,79.6
1999,2,2.4,-1.6,-5.6,24,3.4
1999,3,4.7,0.2,-4.3,0.6,21.4
1999,4,13.1,8.1,3.1,43.3,3.6
1999,5,21.2,15.5,9.7,39,0
1999,6,25.7,20.4,15,66.2,0
1999,7,30,24.3,18.6,44.4,0
1999,8,24.9,20.3,15.6,59,0
1999,9,23.3,18,12.6,80,0
1999,10,14.1,9.4,4.5,61.8,0
1999,11,9.6,5.8,1.9,77,1.2
1999,12,3.1,-0.7,-4.4,17.4,8.6
2000,1,-1.1,-5.8,-10.5,16.4,17
2000,2,1.1,-3.1,-7.4,15.4,39.1
2000,3,9.4,4.5,-0.4,10.2,7.8
2000,4,11.2,6.7,2.2,72.4,7.6
2000,5,19.3,14.3,9.2,124.4,0
2000,6,23.6,18.2,12.8,169.2,0
2000,7,24.9,20.1,15.2,33.8,0
2000,8,25.8,20.6,15.4,38,0
2000,9,21.1,15.9,10.6,70,0
2000,10,16.2,11.2,6.1,17.6,0
2000,11,7.2,3.6,0,55,0.4
2000,12,-3,-7.2,-11.3,12.8,63.8
2001,1,-0.6,-4.1,-7.5,21,10.8
2001,2,0.6,-3,-6.5,55.6,36
2001,3,3.2,-0.3,-3.8,8.8,26.4
2001,4,13.9,8.3,2.5,35.8,0.6
2001,5,20.2,14.8,9.3,92.2,0
2001,6,24.7,19.7,14.5,61.8,0
2001,7,26.2,21,15.6,34,0
2001,8,28.8,23.2,17.5,34.6,0
2001,9,22.1,16.7,11.3,50.4,0
2001,10,15,10.6,6.1,108.8,0
2001,11,11.3,7.1,2.9,75,0
2001,12,5.1,1.7,-1.7,33,7.8
2002,1,2.7,-0.5,-3.7,14.6,31.4
2002,2,2.9,-1.3,-5.5,29.6,7
2002,3,4.8,0.4,-4,44.1,17.6
2002,4,11.8,7.3,2.7,88.8,12.2
2002,5,16.3,10.9,5.4,80.7,0
2002,6,24.5,19.1,13.7,59.6,0
2002,7,30.1,24.2,18.3,59,0
2002,8,28.4,22.6,16.8,11.6,0
2002,9,25.9,20.2,14.4,59.2,0
2002,10,13.1,8.9,4.6,43,0
2002,11,6.6,3.2,-0.2,42.2,27.2
2002,12,1.7,-2,-5.7,14.2,19.5
2003,1,-4.2,-8.3,-12.3,0,41.4
2003,2,-2.4,-7,-11.5,22.6,23.6
2003,3,4.6,-0.7,-6.1,27.8,23.8
2003,4,10.9,5.7,0.4,21.6,15.2
2003,5,17,12.3,7.5,152.8,0
2003,6,23.6,18.3,13,63.8,0
2003,7,27.1,21.8,16.5,66.2,0
2003,8,27.2,22.1,16.9,53.4,0
2003,9,22,17,11.9,114.2,0
2003,10,13.9,9.1,4.2,49.4,0
2003,11,8.4,4.7,1,135.2,6.4
2003,12,3.2,-0.1,-3.5,45,19.2
2004,1,-5.2,-9.4,-13.5,4.8,63.2
2004,2,0.5,-3.8,-8,5.4,17.2
2004,3,6.1,2.3,-1.6,51.8,14.2
2004,4,11.9,7,2,63.6,0.6
2004,5,18.4,13.2,7.8,98.8,0
2004,6,23,17.6,12.1,62.8,0
2004,7,25.2,20.7,16.1,119.8,0
2004,8,24.4,19.5,14.6,60,0
2004,9,23.8,18.4,12.9,25.2,0
2004,10,15,10.7,6.4,35.2,0
2004,11,9.2,5.4,1.5,62,2.8
2004,12,1.2,-2.8,-6.7,53.9,36.9
2005,1,-2.8,-6.8,-10.9,37.8,33.2
2005,2,0.2,-4,-8.2,43,33.4
2005,3,2.6,-1.6,-5.9,9.6,25.6
2005,4,12.8,7.8,2.7,81.2,16.2
2005,5,17.2,11.9,6.6,14.4,0
2005,6,27.9,22.6,17.3,31.8,0
2005,7,29.9,24.1,18.3,20.4,0
2005,8,27.7,22.5,17.3,135.6,0
2005,9,24.5,19,13.4,79.6,0
2005,10,15,11.1,7.2,47.4,0
2005,11,9.3,5.1,0.8,91.4,12.4
2005,12,-0.7,-3.5,-6.2,20,41.8
2006,1,3.8,0.2,-3.4,66.6,7.8
2006,2,0,-3.6,-7.2,53.8,21.6
2006,3,5.9,1.3,-3.2,47.8,1.4
2006,4,13.8,8.2,2.6,62.4,0
2006,5,19.7,14.4,9.1,82,0
2006,6,24.7,19.8,14.8,45.4,0
2006,7,28.6,23.4,18.2,105.2,0
2006,8,26,21.1,16.2,40.2,0
2006,9,19.9,15.7,11.5,77.6,0
2006,10,13.1,8.7,4.3,120.6,0
2006,11,8.9,5.3,1.6,71.7,0
2006,12,5.1,1.9,-1.5,60.6,1.6
2007,1,0.6,-2.9,-6.3,23.4,15.8
2007,2,-4.6,-8.4,-12.2,0,27.2
2007,3,4.9,0.4,-4.1,18.8,13.3
2007,4,10.5,6.1,1.7,58.4,2.4
2007,5,20.3,14.3,8.3,73.6,0
2007,6,26.9,20.8,14.6,43.2,0
2007,7,27,21.3,15.6,47.4,0
2007,8,28.1,22.4,16.7,20.8,0
2007,9,24.3,18.4,12.4,28.6,0
2007,10,19,14.2,9.4,41.2,0
2007,11,6.6,2.6,-1.5,73.6,11
2007,12,0.6,-2.3,-5.3,49.2,44.4
2008,1,1.3,-2.1,-5.5,35.6,22.8
2008,2,-1.2,-5.3,-9.3,30.6,76.8
2008,3,2,-1.7,-5.4,23.2,38
2008,4,15.2,9.5,3.8,53.6,1
2008,5,17.2,11.8,6.5,68.8,0
2008,6,24.5,19.6,14.7,110.4,0
2008,7,26.6,21.5,16.4,193.2,0
2008,8,24.6,19.7,14.7,92.6,0
2008,9,21.8,16.9,12,83.4,0
2008,10,14,9,4,39.6,0
2008,11,6.7,2.9,-0.8,69.9,13.1
2008,12,1.1,-3.1,-7.3,40,64.8
2009,1,-4.5,-8.8,-13,1,46
2009,2,0.9,-3.7,-8.2,48,24.4
2009,3,5.8,0.8,-4.2,68,0.6
2009,4,13,7.8,2.6,129.6,3.8
2009,5,18.9,13.1,7.2,60.8,0
2009,6,22.3,17.5,12.7,70.2,0
2009,7,24.2,19.2,14.2,84.8,0
2009,8,25.5,20.6,15.7,144,0
2009,9,21.9,16.9,11.8,40.2,0
2009,10,12.7,8.7,4.7,71,0
2009,11,10.3,6,1.6,32.2,0
2009,12,0.9,-2.4,-5.6,61,14.2
2010,1,-1.9,-5.2,-8.5,17,10.8
2010,2,0,-3.4,-6.7,0,27.4
2010,3,9.2,4.4,-0.5,62.6,0
2010,4,16.2,10.5,4.7,36.2,0
2010,5,21.5,16,10.5,51,0
2010,6,23.8,19.2,14.6,191.6,0
2010,7,28.5,23.3,18,89.6,0
2010,8,27.4,22.4,17.4,58.6,0
2010,9,21.2,16.4,11.6,88.2,0
2010,10,14.9,10.2,5.5,56.8,0.4
2010,11,9,4.5,0,66.2,0
2010,12,-0.8,-3.8,-6.7,30.2,7
2011,1,-3.2,-7,-10.8,11.4,43.8
2011,2,-0.9,-5.4,-9.8,13.9,45
2011,3,3.7,-0.5,-4.7,62.8,29.4
2011,4,11.8,6.9,2,93.4,3.2
2011,5,18.5,14.1,9.7,142,0
2011,6,24.2,19.1,14,59,0
2011,7,30.1,24.4,18.6,32.4,0
2011,8,27.2,21.9,16.6,72.2,0
2011,11,10.8,6.6,2.4,96.4,1.6
2011,12,4.4,0.8,-2.8,43.6,8.2
2012,1,-5.2,-7,-10.8,12.0,40.8
2012,2,-0.9,-7.4,-9.6,11.6,40
2012,3,1.7,-1.5,-6.7,61.0,21.4
2012,4,10.6,6.9,2,93.4,5.0
2012,5,28.5,14.1,9.7,142,0
2012,6,24.2,19.1,14,59,0.5
2012,7,30.1,24.4,18.6,32.4,0.8
2012,8,27.2,21.9,16.6,72.2,0.1
2012,11,10.8,6.6,2.4,96.4,2.35
2012,12,4.4,0.8,-2.8,43.6,10.0
